date,store,sales
2022-05-07,Store_A,10700.81
2022-05-08,Store_A,10964.85
2022-05-09,Store_A,12461.85
2022-05-10,Store_A,9611.65
2022-05-11,Store_A,9050.37
2022-05-12,Store_A,9981.82
2022-05-13,Store_A,9372.75
2022-05-14,Store_A,11696.61
2022-05-15,Store_A,10939.8
2022-05-16,Store_A,10905.44
2022-05-17,Store_A,9621.16
2022-05-18,Store_A,9901.25
2022-05-19,Store_A,10558.49
2022-05-20,Store_A,9434.45
2022-05-21,Store_A,11711.42
2022-05-22,Store_A,12335.84
2022-05-23,Store_A,9282.92
2022-05-24,Store_A,10305.26
2022-05-25,Store_A,10365.62
2022-05-26,Store_A,10675.59
2022-05-27,Store_A,9562.23
2022-05-28,Store_A,10972.08
2022-05-29,Store_A,12019.88
2022-05-30,Store_A,10469.42
2022-05-31,Store_A,10458.34
2022-06-01,Store_A,10526.48
2022-06-02,Store_A,9965.5
2022-06-03,Store_A,10489.66
2022-06-04,Store_A,11976.43
2022-06-05,Store_A,11424.41
2022-06-06,Store_A,14211.15
2022-06-07,Store_A,10672.36
2022-06-08,Store_A,9750.3
2022-06-09,Store_A,10794.94
2022-06-10,Store_A,9890.71
2022-06-11,Store_A,12325.97
2022-06-12,Store_A,12542.1
2022-06-13,Store_A,10001.21
2022-06-14,Store_A,11007.2
2022-06-15,Store_A,10705.19
2022-06-16,Store_A,10940.12
2022-06-17,Store_A,11547.11
2022-06-18,Store_A,11792.04
2022-06-19,Store_A,11511.33
2022-06-20,Store_A,9998.66
2022-06-21,Store_A,10042.71
2022-06-22,Store_A,10458.56
2022-06-23,Store_A,10694.38
2022-06-24,Store_A,10659.27
2022-06-25,Store_A,12407.96
2022-06-26,Store_A,11951.83
2022-06-27,Store_A,11317.75
2022-06-28,Store_A,10354.2
2022-06-29,Store_A,12023.75
2022-06-30,Store_A,10848.3
2022-07-01,Store_A,10014.79
2022-07-02,Store_A,11331.4
2022-07-03,Store_A,12197.0
2022-07-04,Store_A,10356.81
2022-07-05,Store_A,10876.36
2022-07-06,Store_A,10735.52
2022-07-07,Store_A,10423.14
2022-07-08,Store_A,9982.56
2022-07-09,Store_A,11040.74
2022-07-10,Store_A,11630.73
2022-07-11,Store_A,10911.52
2022-07-12,Store_A,10542.44
2022-07-13,Store_A,9714.99
2022-07-14,Store_A,10499.09
2022-07-15,Store_A,10606.85
2022-07-16,Store_A,11324.54
2022-07-17,Store_A,11893.47
2022-07-18,Store_A,10387.34
2022-07-19,Store_A,9701.51
2022-07-20,Store_A,10528.25
2022-07-21,Store_A,10627.72
2022-07-22,Store_A,10905.47
2022-07-23,Store_A,12313.87
2022-07-24,Store_A,10936.52
2022-07-25,Store_A,9726.61
2022-07-26,Store_A,10523.5
2022-07-27,Store_A,10505.61
2022-07-28,Store_A,10488.65
2022-07-29,Store_A,12339.61
2022-07-30,Store_A,11923.17
2022-07-31,Store_A,12220.31
2022-08-01,Store_A,10659.12
2022-08-02,Store_A,10469.69
2022-08-03,Store_A,9907.95
2022-08-04,Store_A,10488.69
2022-08-05,Store_A,9609.62
2022-08-06,Store_A,11328.1
2022-08-07,Store_A,11166.82
2022-08-08,Store_A,10021.98
2022-08-09,Store_A,11249.44
2022-08-10,Store_A,8884.29
2022-08-11,Store_A,10290.6
2022-08-12,Store_A,8979.14
2022-08-13,Store_A,11033.58
2022-08-14,Store_A,11882.92
2022-08-15,Store_A,9844.0
2022-08-16,Store_A,9179.02
2022-08-17,Store_A,9356.21
2022-08-18,Store_A,10111.26
2022-08-19,Store_A,12934.27
2022-08-20,Store_A,11238.77
2022-08-21,Store_A,11116.06
2022-08-22,Store_A,9258.34
2022-08-23,Store_A,10796.26
2022-08-24,Store_A,9922.79
2022-08-25,Store_A,8405.6
2022-08-26,Store_A,9615.73
2022-08-27,Store_A,10552.11
2022-08-28,Store_A,11371.23
2022-08-29,Store_A,8980.99
2022-08-30,Store_A,9331.26
2022-08-31,Store_A,9648.82
2022-09-01,Store_A,9821.17
2022-09-02,Store_A,8634.32
2022-09-03,Store_A,10529.12
2022-09-04,Store_A,10420.27
2022-09-05,Store_A,8850.01
2022-09-06,Store_A,10174.01
2022-09-07,Store_A,9381.5
2022-09-08,Store_A,8417.84
2022-09-09,Store_A,9607.05
2022-09-10,Store_A,11690.46
2022-09-11,Store_A,11049.14
2022-09-12,Store_A,8148.93
2022-09-13,Store_A,
2022-09-14,Store_A,9646.67
2022-09-15,Store_A,8509.53
2022-09-16,Store_A,9122.94
2022-09-17,Store_A,10716.73
2022-09-18,Store_A,9732.37
2022-09-19,Store_A,8746.62
2022-09-20,Store_A,6933.34
2022-09-21,Store_A,8143.29
2022-09-22,Store_A,8544.02
2022-09-23,Store_A,7955.24
2022-09-24,Store_A,10976.73
2022-09-25,Store_A,9230.32
2022-09-26,Store_A,8313.45
2022-09-27,Store_A,8601.84
2022-09-28,Store_A,9304.56
2022-09-29,Store_A,7662.27
2022-09-30,Store_A,9086.72
2022-10-01,Store_A,9850.19
2022-10-02,Store_A,9264.04
2022-10-03,Store_A,8601.82
2022-10-04,Store_A,10123.74
2022-10-05,Store_A,7946.05
2022-10-06,Store_A,8291.05
2022-10-07,Store_A,8006.14
2022-10-08,Store_A,9695.62
2022-10-09,Store_A,9973.16
2022-10-10,Store_A,9021.05
2022-10-11,Store_A,7410.43
2022-10-12,Store_A,9269.04
2022-10-13,Store_A,6952.53
2022-10-14,Store_A,7932.09
2022-10-15,Store_A,9758.18
2022-10-16,Store_A,9557.96
2022-10-17,Store_A,7584.04
2022-10-18,Store_A,7788.62
2022-10-19,Store_A,7601.79
2022-10-20,Store_A,7520.81
2022-10-21,Store_A,8299.91
2022-10-22,Store_A,9437.65
2022-10-23,Store_A,8823.59
2022-10-24,Store_A,8249.62
2022-10-25,Store_A,7892.49
2022-10-26,Store_A,8150.5
2022-10-27,Store_A,8023.13
2022-10-28,Store_A,7181.91
2022-10-29,Store_A,
2022-10-30,Store_A,9456.93
2022-10-31,Store_A,7916.97
2022-11-01,Store_A,7540.57
2022-11-02,Store_A,11595.48
2022-11-03,Store_A,12223.18
2022-11-04,Store_A,11154.72
2022-11-05,Store_A,13211.11
2022-11-06,Store_A,12770.67
2022-11-07,Store_A,11301.59
2022-11-08,Store_A,12018.84
2022-11-09,Store_A,7846.24
2022-11-10,Store_A,7820.5
2022-11-11,Store_A,8077.39
2022-11-12,Store_A,8779.94
2022-11-13,Store_A,9132.4
2022-11-14,Store_A,7119.57
2022-11-15,Store_A,7458.14
2022-11-16,Store_A,7187.51
2022-11-17,Store_A,7298.98
2022-11-18,Store_A,7562.73
2022-11-19,Store_A,8196.52
2022-11-20,Store_A,13732.88
2022-11-21,Store_A,6623.46
2022-11-22,Store_A,6493.71
2022-11-23,Store_A,10428.6
2022-11-24,Store_A,7592.24
2022-11-25,Store_A,7486.84
2022-11-26,Store_A,8918.17
2022-11-27,Store_A,8548.94
2022-11-28,Store_A,6603.4
2022-11-29,Store_A,9749.57
2022-11-30,Store_A,6708.42
2022-12-01,Store_A,7625.42
2022-12-02,Store_A,6989.28
2022-12-03,Store_A,8042.2
2022-12-04,Store_A,8317.92
2022-12-05,Store_A,7283.13
2022-12-06,Store_A,6730.76
2022-12-07,Store_A,6581.14
2022-12-08,Store_A,7173.77
2022-12-09,Store_A,7170.78
2022-12-10,Store_A,8186.59
2022-12-11,Store_A,8204.16
2022-12-12,Store_A,7155.94
2022-12-13,Store_A,6213.7
2022-12-14,Store_A,6235.67
2022-12-15,Store_A,6621.34
2022-12-16,Store_A,6904.54
2022-12-17,Store_A,8639.18
2022-12-18,Store_A,9292.86
2022-12-19,Store_A,7509.13
2022-12-20,Store_A,6942.05
2022-12-21,Store_A,7024.33
2022-12-22,Store_A,6477.53
2022-12-23,Store_A,7033.13
2022-12-24,Store_A,8326.99
2022-12-25,Store_A,8675.09
2022-12-26,Store_A,6597.45
2022-12-27,Store_A,9263.72
2022-12-28,Store_A,7933.45
2022-12-29,Store_A,9422.29
2022-12-30,Store_A,9716.83
2022-12-31,Store_A,11327.61
2023-01-01,Store_A,10726.29
2023-01-02,Store_A,7246.88
2023-01-03,Store_A,7139.44
2023-01-04,Store_A,7198.65
2023-01-05,Store_A,6723.21
2023-01-06,Store_A,7182.53
2023-01-07,Store_A,8900.97
2023-01-08,Store_A,9448.57
2023-01-09,Store_A,7747.53
2023-01-10,Store_A,10141.43
2023-01-11,Store_A,6811.09
2023-01-12,Store_A,7745.37
2023-01-13,Store_A,7376.15
2023-01-14,Store_A,9956.92
2023-01-15,Store_A,11179.03
2023-01-16,Store_A,6856.3
2023-01-17,Store_A,7009.63
2023-01-18,Store_A,6175.18
2023-01-19,Store_A,7089.93
2023-01-20,Store_A,6979.55
2023-01-21,Store_A,8949.7
2023-01-22,Store_A,9078.18
2023-01-23,Store_A,8519.27
2023-01-24,Store_A,8023.17
2023-01-25,Store_A,7190.66
2023-01-26,Store_A,7033.89
2023-01-27,Store_A,7836.23
2023-01-28,Store_A,8285.65
2023-01-29,Store_A,13771.18
2023-01-30,Store_A,8295.29
2023-01-31,Store_A,7397.66
2023-02-01,Store_A,6727.07
2023-02-02,Store_A,8471.06
2023-02-03,Store_A,7675.65
2023-02-04,Store_A,9900.29
2023-02-05,Store_A,8341.96
2023-02-06,Store_A,7487.33
2023-02-07,Store_A,7854.46
2023-02-08,Store_A,7906.77
2023-02-09,Store_A,7657.74
2023-02-10,Store_A,8288.26
2023-02-11,Store_A,11878.96
2023-02-12,Store_A,9360.22
2023-02-13,Store_A,8098.09
2023-02-14,Store_A,8349.93
2023-02-15,Store_A,8491.81
2023-02-16,Store_A,7495.29
2023-02-17,Store_A,7298.08
2023-02-18,Store_A,10345.1
2023-02-19,Store_A,9848.41
2023-02-20,Store_A,7836.17
2023-02-21,Store_A,9157.25
2023-02-22,Store_A,8386.95
2023-02-23,Store_A,9016.41
2023-02-24,Store_A,8427.9
2023-02-25,Store_A,11018.44
2023-02-26,Store_A,10881.98
2023-02-27,Store_A,8354.37
2023-02-28,Store_A,9072.89
2023-03-01,Store_A,8925.45
2023-03-02,Store_A,9365.9
2023-03-03,Store_A,8094.73
2023-03-04,Store_A,10495.08
2023-03-05,Store_A,10739.58
2023-03-06,Store_A,7758.1
2023-03-07,Store_A,8116.65
2023-03-08,Store_A,7673.73
2023-03-09,Store_A,8701.39
2023-03-10,Store_A,9290.76
2023-03-11,Store_A,11207.04
2023-03-12,Store_A,10444.11
2023-03-13,Store_A,9911.62
2023-03-14,Store_A,8263.8
2023-03-15,Store_A,8119.9
2023-03-16,Store_A,9079.89
2023-03-17,Store_A,9363.32
2023-03-18,Store_A,10607.22
2023-03-19,Store_A,9505.08
2023-03-20,Store_A,9210.28
2023-03-21,Store_A,8567.03
2023-03-22,Store_A,9709.9
2023-03-23,Store_A,11766.65
2023-03-24,Store_A,8883.21
2023-03-25,Store_A,10599.06
2023-03-26,Store_A,10330.92
2023-03-27,Store_A,9486.17
2023-03-28,Store_A,10093.29
2023-03-29,Store_A,9043.46
2023-03-30,Store_A,9914.72
2023-03-31,Store_A,9372.4
2023-04-01,Store_A,10702.12
2023-04-02,Store_A,11122.87
2023-04-03,Store_A,9199.63
2023-04-04,Store_A,9505.75
2023-04-05,Store_A,9181.26
2023-04-06,Store_A,10988.45
2023-04-07,Store_A,9943.93
2023-04-08,Store_A,11008.13
2023-04-09,Store_A,11555.43
2023-04-10,Store_A,9968.12
2023-04-11,Store_A,9942.51
2023-04-12,Store_A,14108.19
2023-04-13,Store_A,10560.28
2023-04-14,Store_A,9873.57
2023-04-15,Store_A,11322.52
2023-04-16,Store_A,11525.04
2023-04-17,Store_A,8983.82
2023-04-18,Store_A,9457.95
2023-04-19,Store_A,11105.2
2023-04-20,Store_A,11293.94
2023-04-21,Store_A,10266.01
2023-04-22,Store_A,12200.75
2023-04-23,Store_A,12084.28
2023-04-24,Store_A,12225.94
2023-04-25,Store_A,11160.18
2023-04-26,Store_A,10492.71
2023-04-27,Store_A,13619.09
2023-04-28,Store_A,9725.93
2023-04-29,Store_A,16259.54
2023-04-30,Store_A,11701.74
2023-05-01,Store_A,9918.15
2023-05-02,Store_A,10381.46
2023-05-03,Store_A,10166.42
2023-05-04,Store_A,11745.02
2023-05-05,Store_A,11321.68
2023-05-06,Store_A,12290.81
2023-05-07,Store_A,13150.94
2023-05-08,Store_A,10951.97
2023-05-09,Store_A,10452.36
2023-05-10,Store_A,11813.21
2023-05-11,Store_A,11287.19
2023-05-12,Store_A,10429.23
2023-05-13,Store_A,12367.72
2023-05-14,Store_A,12007.72
2023-05-15,Store_A,10306.98
2023-05-16,Store_A,11622.8
2023-05-17,Store_A,16503.54
2023-05-18,Store_A,10365.07
2023-05-19,Store_A,11484.85
2023-05-20,Store_A,12266.04
2023-05-21,Store_A,12377.92
2023-05-22,Store_A,10898.76
2023-05-23,Store_A,10765.94
2023-05-24,Store_A,11295.7
2023-05-25,Store_A,10821.42
2023-05-26,Store_A,11455.89
2023-05-27,Store_A,12733.46
2023-05-28,Store_A,12644.39
2023-05-29,Store_A,10846.03
2023-05-30,Store_A,11046.78
2023-05-31,Store_A,11807.75
2023-06-01,Store_A,11679.65
2023-06-02,Store_A,10865.55
2023-06-03,Store_A,12921.89
2023-06-04,Store_A,13299.75
2023-06-05,Store_A,10516.25
2023-06-06,Store_A,11766.97
2023-06-07,Store_A,11102.61
2023-06-08,Store_A,11803.63
2023-06-09,Store_A,11066.51
2023-06-10,Store_A,11932.46
2023-06-11,Store_A,12040.44
2023-06-12,Store_A,11546.88
2023-06-13,Store_A,11672.9
2023-06-14,Store_A,11027.95
2023-06-15,Store_A,11898.31
2023-06-16,Store_A,10615.98
2023-06-17,Store_A,12954.57
2023-06-18,Store_A,12317.96
2023-06-19,Store_A,11195.06
2023-06-20,Store_A,11590.0
2023-06-21,Store_A,11084.39
2023-06-22,Store_A,11353.06
2023-06-23,Store_A,12133.52
2023-06-24,Store_A,12687.93
2023-06-25,Store_A,13479.39
2023-06-26,Store_A,10938.58
2023-06-27,Store_A,11867.13
2023-06-28,Store_A,12376.36
2023-06-29,Store_A,10183.01
2023-06-30,Store_A,11118.33
2023-07-01,Store_A,13324.63
2023-07-02,Store_A,12884.06
2023-07-03,Store_A,11761.32
2023-07-04,Store_A,15349.09
2023-07-05,Store_A,15332.55
2023-07-06,Store_A,11449.99
2023-07-07,Store_A,12184.54
2023-07-08,Store_A,13105.91
2023-07-09,Store_A,13144.78
2023-07-10,Store_A,11276.79
2023-07-11,Store_A,11225.54
2023-07-12,Store_A,11246.98
2023-07-13,Store_A,11700.16
2023-07-14,Store_A,11233.02
2023-07-15,Store_A,13060.01
2023-07-16,Store_A,14048.39
2023-07-17,Store_A,11921.88
2023-07-18,Store_A,11238.84
2023-07-19,Store_A,12080.92
2023-07-20,Store_A,11166.03
2023-07-21,Store_A,10239.0
2023-07-22,Store_A,12241.1
2023-07-23,Store_A,11742.76
2023-07-24,Store_A,11137.83
2023-07-25,Store_A,11328.78
2023-07-26,Store_A,12240.56
2023-07-27,Store_A,11467.64
2023-07-28,Store_A,11144.19
2023-07-29,Store_A,13153.21
2023-07-30,Store_A,11431.9
2023-07-31,Store_A,11343.01
2023-08-01,Store_A,11623.23
2023-08-02,Store_A,10343.57
2023-08-03,Store_A,11791.67
2023-08-04,Store_A,11319.89
2023-08-05,Store_A,12316.51
2023-08-06,Store_A,12881.74
2023-08-07,Store_A,12336.88
2023-08-08,Store_A,11144.64
2023-08-09,Store_A,11158.91
2023-08-10,Store_A,10739.38
2023-08-11,Store_A,10497.05
2023-08-12,Store_A,12853.91
2023-08-13,Store_A,11885.12
2023-08-14,Store_A,13321.68
2023-08-15,Store_A,10607.18
2023-08-16,Store_A,11117.45
2023-08-17,Store_A,11010.3
2023-08-18,Store_A,11378.37
2023-08-19,Store_A,11925.33
2023-08-20,Store_A,12033.09
2023-08-21,Store_A,10169.1
2023-08-22,Store_A,13547.59
2023-08-23,Store_A,10873.6
2023-08-24,Store_A,11058.38
2023-08-25,Store_A,10089.94
2023-08-26,Store_A,12504.96
2023-08-27,Store_A,12748.53
2023-08-28,Store_A,10752.05
2023-08-29,Store_A,11542.47
2023-08-30,Store_A,10028.86
2023-08-31,Store_A,9735.69
2023-09-01,Store_A,9406.93
2023-09-02,Store_A,12650.94
2023-09-03,Store_A,12149.55
2023-09-04,Store_A,10281.77
2023-09-05,Store_A,10439.32
2023-09-06,Store_A,9621.75
2023-09-07,Store_A,11591.0
2023-09-08,Store_A,10262.97
2023-09-09,Store_A,11660.98
2023-09-10,Store_A,11975.15
2023-09-11,Store_A,10366.99
2023-09-12,Store_A,10191.82
2023-09-13,Store_A,9592.52
2023-09-14,Store_A,10267.89
2023-09-15,Store_A,11026.42
2023-09-16,Store_A,12134.5
2023-09-17,Store_A,12241.79
2023-09-18,Store_A,9591.84
2023-09-19,Store_A,9292.44
2023-09-20,Store_A,9744.67
2023-09-21,Store_A,9814.82
2023-09-22,Store_A,10364.88
2023-09-23,Store_A,10212.89
2023-09-24,Store_A,11985.79
2023-09-25,Store_A,9569.38
2023-09-26,Store_A,9387.49
2023-09-27,Store_A,9028.51
2023-09-28,Store_A,8637.39
2023-09-29,Store_A,9993.99
2023-09-30,Store_A,10983.08
2023-10-01,Store_A,10188.75
2023-10-02,Store_A,8715.11
2023-10-03,Store_A,9221.67
2023-10-04,Store_A,10313.85
2023-10-05,Store_A,9203.46
2023-10-06,Store_A,8476.87
2023-10-07,Store_A,10590.97
2023-10-08,Store_A,10545.99
2023-10-09,Store_A,7718.78
2023-10-10,Store_A,9169.15
2023-10-11,Store_A,9040.95
2023-10-12,Store_A,9531.08
2023-10-13,Store_A,10147.78
2023-10-14,Store_A,11154.63
2023-10-15,Store_A,10344.81
2023-10-16,Store_A,8407.62
2023-10-17,Store_A,10440.5
2023-10-18,Store_A,9005.0
2023-10-19,Store_A,8952.33
2023-10-20,Store_A,8904.01
2023-10-21,Store_A,10441.73
2023-10-22,Store_A,10223.54
2023-10-23,Store_A,10352.71
2023-10-24,Store_A,8506.27
2023-10-25,Store_A,8768.73
2023-10-26,Store_A,8457.65
2023-10-27,Store_A,8338.01
2023-10-28,Store_A,10212.41
2023-10-29,Store_A,9985.99
2023-10-30,Store_A,9507.35
2023-10-31,Store_A,7157.29
2023-11-01,Store_A,9230.18
2023-11-02,Store_A,13294.25
2023-11-03,Store_A,11413.25
2023-11-04,Store_A,13800.76
2023-11-05,Store_A,13763.4
2023-11-06,Store_A,11722.36
2023-11-07,Store_A,12054.58
2023-11-08,Store_A,11848.27
2023-11-09,Store_A,9431.94
2023-11-10,Store_A,8955.58
2023-11-11,Store_A,10565.06
2023-11-12,Store_A,10238.99
2023-11-13,Store_A,7744.91
2023-11-14,Store_A,8066.25
2023-11-15,Store_A,8617.32
2023-11-16,Store_A,7642.66
2023-11-17,Store_A,8710.61
2023-11-18,Store_A,9601.52
2023-11-19,Store_A,9511.49
2023-11-20,Store_A,8665.32
2023-11-21,Store_A,8502.28
2023-11-22,Store_A,8038.18
2023-11-23,Store_A,8876.91
2023-11-24,Store_A,7610.18
2023-11-25,Store_A,9988.92
2023-11-26,Store_A,9965.1
2023-11-27,Store_A,8009.12
2023-11-28,Store_A,8355.16
2023-11-29,Store_A,7462.51
2023-11-30,Store_A,8671.75
2023-12-01,Store_A,8042.47
2023-12-02,Store_A,9285.58
2023-12-03,Store_A,10158.59
2023-12-04,Store_A,7730.13
2023-12-05,Store_A,7329.82
2023-12-06,Store_A,7241.4
2023-12-07,Store_A,8447.62
2023-12-08,Store_A,7386.93
2023-12-09,Store_A,10522.95
2023-12-10,Store_A,8371.26
2023-12-11,Store_A,9044.62
2023-12-12,Store_A,8210.83
2023-12-13,Store_A,10299.66
2023-12-14,Store_A,7785.37
2023-12-15,Store_A,8313.85
2023-12-16,Store_A,9509.67
2023-12-17,Store_A,10149.59
2023-12-18,Store_A,8157.3
2023-12-19,Store_A,8179.68
2023-12-20,Store_A,7894.66
2023-12-21,Store_A,8069.76
2023-12-22,Store_A,8277.98
2023-12-23,Store_A,8592.47
2023-12-24,Store_A,8800.32
2023-12-25,Store_A,8537.27
2023-12-26,Store_A,8223.05
2023-12-27,Store_A,8031.25
2023-12-28,Store_A,8152.1
2023-12-29,Store_A,10744.51
2023-12-30,Store_A,11696.28
2023-12-31,Store_A,11571.95
2024-01-01,Store_A,10687.31
2024-01-02,Store_A,7640.17
2024-01-03,Store_A,8427.67
2024-01-04,Store_A,7257.17
2024-01-05,Store_A,8799.09
2024-01-06,Store_A,9940.13
2024-01-07,Store_A,9832.13
2024-01-08,Store_A,8812.9
2024-01-09,Store_A,9209.67
2024-01-10,Store_A,8860.01
2024-01-11,Store_A,7276.58
2024-01-12,Store_A,7606.97
2024-01-13,Store_A,9430.25
2024-01-14,Store_A,9811.91
2024-01-15,Store_A,8664.87
2024-01-16,Store_A,7986.79
2024-01-17,Store_A,8516.55
2024-01-18,Store_A,8008.22
2024-01-19,Store_A,8108.57
2024-01-20,Store_A,9123.6
2024-01-21,Store_A,9415.14
2024-01-22,Store_A,7756.52
2024-01-23,Store_A,7988.8
2024-01-24,Store_A,9147.63
2024-01-25,Store_A,8048.73
2024-01-26,Store_A,10077.8
2024-01-27,Store_A,10343.68
2024-01-28,Store_A,10195.15
2024-01-29,Store_A,8195.65
2024-01-30,Store_A,9093.64
2024-01-31,Store_A,8404.7
2024-02-01,Store_A,8821.42
2024-02-02,Store_A,13087.42
2024-02-03,Store_A,10192.66
2024-02-04,Store_A,10917.37
2024-02-05,Store_A,8467.73
2024-02-06,Store_A,8870.06
2024-02-07,Store_A,9909.84
2024-02-08,Store_A,8596.02
2024-02-09,Store_A,9991.41
2024-02-10,Store_A,10842.48
2024-02-11,Store_A,10161.22
2024-02-12,Store_A,9420.77
2024-02-13,Store_A,9642.03
2024-02-14,Store_A,9476.73
2024-02-15,Store_A,8280.64
2024-02-16,Store_A,8784.56
2024-02-17,Store_A,10525.24
2024-02-18,Store_A,10654.58
2024-02-19,Store_A,9636.55
2024-02-20,Store_A,9421.5
2024-02-21,Store_A,8607.48
2024-02-22,Store_A,9601.75
2024-02-23,Store_A,11846.43
2024-02-24,Store_A,11210.24
2024-02-25,Store_A,11536.33
2024-02-26,Store_A,9992.66
2024-02-27,Store_A,9817.6
2024-02-28,Store_A,9556.19
2024-02-29,Store_A,8700.57
2024-03-01,Store_A,9906.72
2024-03-02,Store_A,11258.06
2024-03-03,Store_A,14385.97
2024-03-04,Store_A,9058.55
2024-03-05,Store_A,9204.27
2024-03-06,Store_A,10435.71
2024-03-07,Store_A,9860.22
2024-03-08,Store_A,10300.56
2024-03-09,Store_A,11411.46
2024-03-10,Store_A,11449.05
2024-03-11,Store_A,10554.72
2024-03-12,Store_A,9777.28
2024-03-13,Store_A,10157.16
2024-03-14,Store_A,9881.59
2024-03-15,Store_A,12141.75
2024-03-16,Store_A,11481.77
2024-03-17,Store_A,11816.59
2024-03-18,Store_A,10021.41
2024-03-19,Store_A,11030.08
2024-03-20,Store_A,9863.22
2024-03-21,Store_A,10296.9
2024-03-22,Store_A,13878.78
2024-03-23,Store_A,12726.51
2024-03-24,Store_A,12063.57
2024-03-25,Store_A,11128.58
2024-03-26,Store_A,9756.02
2024-03-27,Store_A,10774.62
2024-03-28,Store_A,11160.33
2024-03-29,Store_A,10745.2
2024-03-30,Store_A,12772.68
2024-03-31,Store_A,11923.12
2024-04-01,Store_A,16116.85
2024-04-02,Store_A,12133.42
